cleaned_content,sentiment
app not working loading answer think corrupted,0
useful system,2
not managed receive one response tried text prompt image prompt nothing english deutsch star,0
great work developer,2
bad response soo many bog,0
overall app ai model good sometimes ai take long time respond problem fixed definitely would write five star,2
excellent work team china,2
not responding first message seems not working traffic,0
great app,2
usa lost trillion cuz goated app,0
great,2
dowloades yesterday brilliant today keep getting server busy message result returned thought internet connection not happening,0
slowly working,1
nice app mathematics solve,2
keep showing server busy not able work app,0
great initiative universe artificial intelligence,2
assistant not working problem please review account not working properly disappointed,0
limited capability would not use day day not seem cognitive capability model,0
perfect app give accurate information thinking like human,2
suck not replying,0
great app,2
great app,2
app game changer take ai whole new level unlike previous competitiors,2
wow one best ai love,2
amazing app searching,2
perfect answer,2
best,2
better openai,2
application good see answered question,2
installed app asked question not give result tell sever busy chart gpt not tell app garbage,0
useful application,2
respond not tech guy think system not big enough support trillion new user,0
worst app nothing give put uninstall app,0
fast detailed simple lightweight,1
best math coding,2
okay something unexpected,1
insanely good free,2
interesting app,2
ai not responding time,0
best ai assistance,2
used coding mathematical problem answer logically right really admire,2
let u see offer stucks,1
good app,2
app really good useful need improvement fix server issue not everytime response available despite flawless g internet lot time say server busy please try later response another thing sometimes turning search button lead response hope issue would fixed next update,0
deepseek powerful ai chat ever,2
not care anyone say bad asked app create sample gcse math higher exam paper took several minute still not gotten response chatgpt made question available less second n ask remodifications done twice minute asked,0
incredible,2
wowit one problem busy server want problem solve soon,0
detail put answering amazing,2
good competition,2
useful comparing chatgpt,2
thought fast,1
incredible,2
not know would install kind spying apps phone,0
love form pakistan,2
good app,2
congratulation china great ai assistant love,2
accuracy,1
thing known gpt killer,0
wonderful application indescribable,2
not functioning properly,0
better chat gbt,2
apps messed running background reason,0
app not working pls see problem,0
masha allah thanks china people intelligent,2
not working,0
not know response slow not even response time rate using ai tool better utalized use,0
promising,2
thought going love call artificially stupid one chapter great tried get edits chapter not generate response write anything thought chatgpt bad memory awful least generates material far absolute worst uninstalling garbage,0
problem response chatting not respond,0
fantastic fast,2
not great experience give wrong answer need time resource compete openai still far behind slow response,0
new update deep seek longer ai bot search engine think going give star really impressed shame back copilot guess also privacy policy need addressed deleted,0
show server issue please try sometime please resolve solution,1
slow,0
available uk,1
wow love n love back,2
going app whenever talking smoothly ai suddenly stop giving response also lag try delete chat fix quickly please,0
great work aii,2
great ai,2
slow app text hi take minute answer people saying better chatgpt make faster,0
work slow not always want abort process giving answer not resend question clicking button writes send many message lol sent one still waiting answer useless app good review chinese bot,0
stupid appvery slow not useful even translation,0
cute little thing not kind fun sure perfect something,2
friendly used,2
wonderful stop lot weak server executes part two task stop,1
bad not working chatgpt batter app,0
best ever ai show data neutrally fast promising work,2
need improvement reply late much technical issue,0
response,0
keep loading want answer not answer end ddos not work,0
still not good service,0
app excellent,2
third class response,0
finally ai really explains thing well helpful free,2
take forever answer prompt even answer always server busy please try later,0
not answer question,0
slow compare chatgpt ask question not even reply,0
amazing app deep question explanation app better gpt apps quikly answer specially people r using codding etc,2
not believe chatgpt lost job ai,0
good application speed reply great happy deepseek number one best app,2
easy use,2
thoroughly enjoying deepseek experience overall medical student would like kindly suggest prioritizing development native android tablet app tablet indispensable tool fieldwhether studying complex diagram reviewing research organizing notesand dedicated tablet app would significantly enhance usability accessibility workflow demand larger screen precision upgrade would transformative student like,2
best app somaliland,2
thought best ai ever seen fb say top ai ask first question give blank answer gagoing,2
waw great,2
used app worst app ever seen responding time late ask question take around minute understand asked understood app not ai chatboot,0
chatgpt better faster,2
better chatgpt,2
server,0
loading slow,1
three word amazing app,2
slownot replying question,0
waste time answer not getting faster,0
ai explaining question comprehensive help lot thanks chinaa,2
not know wrong taking forever respond,0
not respond empty message tried reganerate thing not work,0
listened better chatgpt using seen better whenever message keep loading not reply chatgpt far better,2
not search happened tiananmen hope fix,0
load work recently not loading many prompt though,1
good app,2
one best app easy helpful app,2
far better chat gpt,2
give answer,1
nice,2
amazing app much better chatgpt free well done guy,2
not workthe server really busyi not anythingthanks,0
loved soo much free much better chatgpt,2
free faster chat gpt paid version chat gpt cost million build built million faster crushing trillion dollar market insane give star china nividia chip,2
best artificial intelligence application ever,2
not working pakistan today not answering please resolve issue,0
wow best one app,2
full speed network connection still gave ai math equation not responding minute still not got answer chatgpt better guy happy really need new ai try gemini beat chatgpt not app not recommend app not fooled feedback yt video,0
well,2
one responds ask something request task answer given appeal developer check first see happening cost make behaving like,0
one best ai,2
great,2
weldone team china love pakistan,2
not working,0
took slowly,0
interesting writing style,2
bad experiencetaking much time respondi not get response slow,0
not work downloaded app typed simple request loading minute responded blank message tried time got result maybe server loaded something use anthropics ai server backed still get response maybe try later first impression garbage,0
nightmare freeze asked difficult question especially come chinese international politics would not recommend fair tool,0
good,2
unusable say server busy right quite,0
amazing ai like intellectual man,2
usual suspect fighting back deepseek stopped working phone since morning installed yesterday thought detailed response,0
unbeliable outstanding excellent apps wau,2
option voice chatting deepseek pakistan,0
perfect app relatively cheap ai apps perfect,2
guy fix server busy every second make app become torturing tool,0
perfect,2
excellent ai tool work efficiently superfast speed,2
slow,0
wow favourite chatgpt know expensive sometimes bacomes frustrating replaced deepseek hope remains open source free future may support image generator etc one thing find little uncomfortable privacy concern use data,1
team downloaded app encountering technical error please resolve issue immediately continue using thank,0
loving ai app chinese,2
totally love app helped content creatuon work coding g,2
app not working,0
tried app hearing much hype nothing compared chatgpt timetoo slow,0
wonderful app thanks china,2
tried not working even tried asking simpler question reponse hope get fixed,0
ai counterfeit not even answer clinical question wonder built low price best ai chatgpt open ai please remove app store,0
web app not sync mobile app,0
useful,2
translate burmese good not ask anymore ask app reply system busy,2
wonderful app,2
useless tried ask question took minute,0
gave star slow not blame app server getting attacked not good gpt server definitely better open source app chatgpt future,0
worst,0
brilliant definitely winner,2
slow compared chat gpt like takr age reply single hi,0
wow better ai softwqre,2
great especially free,2
ai apps thanks,0
slow android,0
ask country made not answer ask better ai u china not answer changed topic not answer deleted app curious app anyway answer slowy chatgpt,0
installed first amazing not responding,0
interesting useful app,2
great thing useful u run chat gpt free without buying,2
even beautiful,2
not search seek assistance system interrupted others,0
not working uae think,0
honesty amazing accurate,2
not show response hyped app fake app,0
nothing working not let sign not sent code staying sign page two day sorry dear developer nothing,0
verry slow chat gpt faster deepseek taime question not provaide answer ovar rate,0
remove app come back fix server issue always busy chatgpt problem hope fix thanks,1
one thing love app free,2
wish happy jnyyyy class,2
typed hello like minute ago fast month answer answer answer nothing said work fast even nothing took lot time went hard one,0
would like give helpful love creator,2
amazing app better chat gpt,2
really slow result take age answer displayed fresh install,0
slow not answer prompt even simple hi,0
chatgpt killer,0
number one,1
look like chinese app implemented stole data useless sen code not working sign,0
slow chatgpt better,1
nic app,1
deepseek easy use make data analysis much simpler faster,2
server laggy waiting response almost min take back g era,0
best ai ever used,2
dope,2
fantastic get information deep analysis better chatgpt hat team deepseek,2
slow work not recommend not check code may ok,0
incredible,2
slow server not responding,0
perfect,2
chinese rip use app bright w lightbulb google shame even letting app available app store,0
deepseek truly amazing app userfriendly interface welldesigned downloaded play store proven highly effective app delivers quick accurate result making ideal anyone searching essential information experience excellent highly recommend others,2
not working great not reply fast work difficult,0
app take much time give response,0
help study,2
deepthink feature game changer reasoning result better comparing chatgpt good job deepseek,2
super slow give waiting wonder cheap older hw not match latest,0
apps network issue stopped apps,0
waiting time ever experiencedso much traffic bad experience,0
great experience thank much deepseek team remarkable ai assistant,2
good app kor detailed information topic,2
app not responding update please check love app,2
anyone facing issue unfortunatly not use proper way write anything not seethe reply sent deepseek something fixed propaply,0
not work load forever say server busy,0
good fun asked ten best thing taiwan got pop saying deepseek working tap info stop app asked another question get response deleted app reinstalled using google credential still not ask question popup guess blacllisted must upset mao idea back,1
useful ai app,2
best ai assistant far,2
not answering,0
ever try message said server busy,0
way app said shown social medium downloading see exact opposite asked three four time not able give answer even onceafter wandering around say server busy not found chat gpt using long time,0
deepseek low od ai,1
excellent application age,2
powerful free,2
sending message response loading circle,0
great,2
incredible,2
super ai application far ahead competitor,2
doe not respond give try later error,0
tried different downloads app refuse work thinking say entire time never answered anything,0
scared accuracy lavel deepseek unbeatable ai model scared also web app developer deepseek writing code best accuracy smart way threat web app developer,0
great free free thankyou much,2
definitely excellent kick chatgpt,0
deep accurate,2
worest app saying busy,0
not work properly block without responding,0
not respond,0
completely viable replacement option making pathetic broligarchy billionaire money compromised nothing switching clean interface lightweight,1
excellent quick accurate,2
great app,2
not working,0
thank,2
server always busy,0
deepseek far better chatgpt content creation awesome,2
answer question apps message server busy please try later font small,0
st ai world,1
uninstalled app email address not supported therefore giving onestar rating,0
best ability availability not available,0
not even responding way near chatgpt,0
good work chainese engineer,2
best app see,2
advanced chinese ai chat,1
real chatgpt open source,2
not work,0
update app say server busy,0
best ai assistant ever ability newest open ai lol kucfing free unlike dnam open ai,2
good free,2
bad app slow,0
taking time answering question,1
worst app,0
not voice assistant lol,1
best ai app world according opinion free give better precise answer open ai chat gpt think best app till region language like kannada provide answer well well done developer team deepseek ai,2
installed hit headline working brilliantly really impressed however since featured news getting nothing blank reply warning posting frequently not posted question twice receiving blank reply say generating followed another blank reply guess not handle traffic,0
better chat gpt paid version,2
server issue giving star asked question twice server busy edit review situation change,0
nice thank china love,2
best compared ai tool like chat gpt bingo gumini,2
app wakeup call sillicon valley,2
slow not responding,0
fake version chatgpt stay away let u protect justice,0
thing better doctor,2
not tried yet absolutely free easy use,2
great app hope stay love chinese idea creativity wish company success,2
coolfree better american tech good job china keep going,2
not work type something nothing appears not even tell time review definitely bot,0
nice amisha patel,2
great,2
great service best luck,2
unable search,0
asked deepseek responded slow,0
best ever llm model love using,2
nice extra ai,2
nice smooth accurate,2
way intelligent ai apps unfortunately time not work due overload,0
show server error time,0
not showing anything asking question,0
every time show server busyplease fixed deserve star,0
great,2
not receive code sign time tried time second short get signup code updating day later app work time update playstore turn around glitch,0
app not upto chatgpt need update,0
amazing ai assistant better american ai brand love india,2
love,2
better,2
best not work right,0
slooow,0
not know downloaded yesterday one question not function anymore installed installed even though account failed log want create another one not send code email anymore,0
voice feature future,1
bad server always busy take lot time not satisfied overall performance not good use,0
pointless not send code able log,0
great interface plus free,2
lot problem logging reply chat delayed,0
server always busy whole week happening,0
slow not reply,0
thanks india,2
great,2
best app ai,2
impressive analytical take short period time loading answer,2
good ai app,2
impressive,2
server busy time,0
great amazing,2
not work take long time answer simple question like still not answer might due high traffic app,0
not connect internet,0
much advance level,0
slow answering compared meta chatgpt,0
slow not respond quickly worst ai used till,0
best ai app ever used,2
amazing app love deepseek,2
literally not work asked question response,0
powerful toolcannot believe outshined chatgpt,2
love wow,2
wahat,1
good good nice,2
best,2
app take long time respond sometimes not,0
used work like charm amazing take forever since legacy medium stated best,1
lame take time respond,0
good feature comparison chat gpt open ai etc,2
great,2
slow result,0
sorry one ever seen asked question indian give answer anyone,0
best apps others,2
great work,2
sever busy error slow,0
not create anything try website apps worst not compete chatgpt,0
really good,2
wanted share insight app developed based user interest suspicion concern regarding functionality please feel free test typing arunachal pradesh kashmir please note may not receive response query app designed focus user engagement rather geographical inquiry,1
great thousand star,2
best ai module,2
long time chatgpt user deepseek proving far efficient,2
not support amharic language,0
great app like one,2
chatgpt,1
frustrating experience deepseek server constantly making unreliable regular use even response slow often lack depth accuracy expect feel overhyped underdelivers especially compared ai model like chatgpt offer consistent thoughtful response would not recommend deepseek need dependable ai,0
slow overloaded,0
perfect,2
first one ai app,1
app running slow nepal,0
wow better google,2
great add generating file like pdf generating photo,2
deepseek r ai model produce incredible indepth thinking output wellside designed model lowcost efficient produce accurate result kudos deepseek r ai model team,2
worst app not able login,0
openai roasted ability set system prompt would awesome,2
simply awesome,2
ai busy,1
excellent assistance work great work,2
load not provide answer,0
app slow plz make faster app,0
not satisfied speed whenever asked anything start loading minute loading say please try server low please fix everyone saying better gpt think not compared responsiveness,0
time loading answer not know limited ask question limit since time loading,0
better gemini,1
love app one favorite,2
best,2
ai not an anythingvery bed experienceneed improvementi prefer chatgpt field,0
thing waiting come free open source thank china,2
app crashed,0
loading slow star apk ai,1
slow chatgpt number world,0
see deepseek reply showing slowlygreat google android strategy make,1
great ai build china easy simple explanation great thinking issue failed response time fixed,2
speed bad,0
ask certain question not answer ittwice switched chatgpt immediately answer question returned deepseeksame question answered like answer chatgpt refined edited thought,1
time better openai,2
great,2
think try large word ai small create image,1
best,2
server always busy,0
improves give better rating take long time reply sometimes not even give reply besides empty blank reply star,0
app not send code email,0
not load anything matter ask useless app,0
first time giving rate app life comparing appssooooo good,2
not useable,0
not responding always slow need click deepseek r respond option next not work either come blank waste much lot bug,0
reply massage,0
better chatgpt guy awesome,2
better ai like chatgpt open ai,2
always slow,0
one best ai chatbot ever use,2
better paid ai,2
response answer nothing appear even asked simple question try time,0
kindly improve response speed,1
amount chinese censorship disturbing,0
wow super fast ai module,2
good unfortunately response slow,0
not even tell date,1
offline,1
good app,2
not responding,0
like chatgpt,2
beast,1
helpful,2
good one,2
landscape orientation needed instant star added noone us tablet portrait mode app impossible use,0
give response server busy hence uninstalled,0
today second day deepseek not working,0
cheap hell,0
wow,2
best,2
wrost app ever used nothing say,0
best application,2
best answer star slow,0
deepseek really amazing ai compared chatgpt gemini generates text perspective human say hmm pretty good like much upload picture ask result accurate easy understand like one thanks deepseek,2
great,2
app late give response query,0
poorits slow answer,0
worst app,0
good application best ai application ever like much fast good result,2
excellent job free service requires paying dollar month chatgpt voice mode feature appreciable make server big bro,2
way better chatgpt impossible use server busy please try later basically useless,0
one best ai,2
deepseek ai surprisingly capable ai assistant excels generating text translating language answering question impressive accuracy still development show great potential current feature pro free easy use generates highquality text fast accurate con limited feature compared competitor overall promising ai tool worth exploring anyone looking helpful assistant,2
useful tool,2
application good problem faced using answering question ask another question message server busy come hang,0
best app love china may god grow soon,2
best ap ai,2
application significantly boosted productivity intuitive design timesaving feature,2
good working,2
response question aingive give nice app smooth modern looking problem server take much time input asked question give answer not get answer due server issue region india,0
worse every even not reply showing server busy,0
extremely slow,0
trying chat surveyor busy,1
excellent thing open source,2
slow response,0
best even better chatgpt fact free make even better,2
really amazing wow,2
busy not answer question,0
simply not working not sure people think better chatgpt,0
better gpt fr,2
great app excellent,2
exceptional app think cheaper open ai much,2
lol chatgpt best,2
awfulit not know country state arunachal pradesh belongs,0
slowest response,0
take trillion year answer not working properly overhyped may lagging,0
not work properly want,0
good ai program better help u life,2
exceeded expectation,2
slow respond,0
slow response morning aap said server evening server respond minute,0
not say anything spent hour life get response simple question loading mr server busy man not give reply,0
useful app,2
good ai tool compression,2
not running properly not giving answer late response,0
best math coding although free gave star give,2
bad ai tool,0
super invention human,2
load much not good,0
working fine day ago stupid people spoil leave app alone use chat gpt,0
not work keep loading forever,0
best app ever seen life look purpose advantage recomend absolutely free,2
seriously solid day not single prompt load maybe not know plan million people flock app launch chat gpt alternative,0
compared meta ai gemini working slowly need time time response however deep think option unique feature give detailed multidimensional replay question,1
uniqueunseen everthere ai tool exist like entire world,2
deepseek gamechanger ai tool incredibly smart userfriendly boost productivity accurate fast result task like writing research coding highly recommend anyone seeking efficiency reliability musthave app faiz,2
beat free ai world better chatgpt perplexity google gemini microsoft ai,2
beeter chatgpt,2
use full app iam loving,2
app lag much not even send one message type click send bug freeze galaxy ultra fast phone issue app,0
not working always say high trafic,0
nice easy,2
good u maind black,1
love hate chatgpt,0
best ai thank china invention,2
registration fail,0
everything good,2
use good bether chatgpt slow take lot time answer question time copy chatgpt really not please fix,0
not working,0
loading,1
proud chine product happy application pak china friendship zindabad,2
fastest others,1
bad experience not working properly chat gpt better deepseek,0
great stuff open source not need pay api token overlayed use server time bummer non devs,1
good app,2
father chatgpt best ai app ever,2
response much slower always taking second respond without selecting r,0
excellent app hoping improvement good luck halabja city iraqi kurdistan,2
app not responding,0
difference deepseek chatgpt deepseek listens everything tell not run away topic best not forget talking really know listenalthough chatgpt option remember not work well often not work also option analyze wrote fantastic idea chatgpt even say understands not understand anything thank much,2
code sends signing expired immediately try second time say many attempt,0
downloaded android version app work pretty well pc app take lot time load response even small hey say still generating response per first hand experience neutral customer point view would not consider viable product next time suggestion work interface overall speed accuracy delivery across platform computer mobile phone,1
read term service app literally track everything phone,1
not responding may server crashed,0
best ai model open source free costed million dollar make,2
exceptional outstanding app,2
better chatgpt,2
not responding question not sure app phone,0
best ai app best intelligence,2
best ai today not response network issue problem feel,0
wonderfull free cost,2
yesterday million downloads today million thanks deepseek,2
used right buggy ever send prompt ask something like script writing give line invisible response nothing visible think required work thanks,0
pathetic performance response question,0
slow not friendly environment much unnecessary context,0
lol hype not even working server cooked ig,0
slower grandma,0
server busy please try later ape not working,0
greetingsthere problem server due not able generate also add urdu language,0
surpass chatgpt,1
great app,2
great app keep need update perfect better chatgpt best luck,2
worth star,2
amazing say best ai model ever use best deepseek,2
good not censor stuff want write unlike chatgpt except obvious china stuff not use case problem like llm not working many user server ddosed fit use case continue using not censor stuff use unlike claude openai plus open source,2
excellent tried happy result hope stay like forever,2
slow useful not even get respond time,0
not install waste time slow response,0
slow not responsive currently seen potential many outage currently,0
unfortunately not work phone attempted ask first question continuously load nothing else happens try get first prompt,0
way slow not know hype,0
accurate limited lower server capacity comparatively response time bit slow,0
fantastic application future ai unbelievable,2
thank,2
china china china make,1
show server busy please try later,0
please improve server goated app,0
well organizedsensible reasonable ai model ever built earthwell done deepseek,2
worst app asked privacy policy not got answeri asked many not get answer instead check internet connection question replying not satisfying answer,0
yupthey need extra server damn slow,0
say server busy said hi,1
bad not download totally waste,0
lagging almost frozen give empty answer basic question victim success,0
great slow fix among best,1
slow chat ai,0
best app ever chat gp,2
nothing happens buffering forever not understand going appdoes not respond amy chat attempt must good work,0
not working server busy time,0
number application world,2
ask question server issue show,1
please launch alternative youtube free copyright love chinese product,2
taking long even buffering not answering question answer using app uk please solve error not working,0
signing currently disabled not getting email verification code gmail,0
not get work high traffic something along line believe promise hope guy upgrade soon,1
use ful app,2
love app,2
excellent detail answering accuracy sometimes take longer time response need fix,2
response rate question asked slower time load answer get answer displayed,0
not sure suck,0
free,2
slow asked one question taking long answer,0
among st k downloaded app,2
deepseek ai best ai,2
great,2
exactly waiting phenomenal fantastic great solution costeffective ai model developer normal user happy glad use deepseek actually gamechanger,2
mean not got response asked hi capable creating picture based idea loading loading minute could not even stop ask something else closeopen app started simple maybe shy hi response maybe xiaomi maybe not first ai basically ghosting,0
deepseek incredibly fast quickly responds server busy please try later,1
wow server always crashing nowadays,0
much better gpt happened,2
amazing cz solve mathematics question economics absolutely five star,2
terrible first app got confused said hello struggling sign app extremely slow not respond struggle operate entire system becomes sluggish oddly fresh install thought might better using gpt find answer disappointed thing often limited fraction claim due restricted model not working advertised yet would wait,0
awesome apps,2
response not displayed,0
deepseek total game changer used diehard chatgpt fan whole new level response much faster accurate mindblowingly intelligent deepseek outshined everything,2
good apps,2
deepseek free productivity ai chat bot love recommend let u check,2
not good comparing others joke way user,0
take time answer ended blank answer note not answer controversial question not bother asking hope good purpose,1
perfect,2
tried make chatgpt something not asked deepseek answered well asked work took time showed phrase server busy whole application good need improvement update,0
stop working frequently sometimes give quick answer time make wait much even not work,0
downloaded tested deepseek not bad chatgpt far better term fast accurate response give chatgpt star,2
bad application response slow,0
excellent app ask make decision,2
far ai great helped professionalise resume reviewing resume file free excited see else help,2
pathetic response time oftenly server busy could get answer chatgpt best,0
good app useful lake personalization feature hope add thanks,2
good right,2
bro take hour provide information joke apart take long time provide information disappointed,0
download complete,1
slow loading long,0
best ai app ever,2
best friend,2
fast detailed explanation simple access,2
server busy please try later probably crashing lot not answer query simple,0
way helpful chatgpt,2
top,1
best,2
completely unhelpful asked something text ai able failed every time analysis took long got server busy message,0
fast better chat gpt,2
bad application,0
worst not able answer multiple time not accurate like ai several time server busy issue not voice command aswell recommended waste time,0
taking long time give result,0
stop type uyghurs,1
highly recommended professional student anyone else,2
restriction email domain prevented sign,0
not able sign code expiring within second despite trying several time finally help say registration counter cyber attack not secure server launch app wth happening,0
deepseek much best chat gpt,2
better chatgpt,2
bad experience dam slow not gave answer simple question,0
better chatgptfast accurate affordable accessibility,2
great app love,2
full time server use,0
buggy say chatbot busy,0
please keep open free,2
say server busy,0
deepseek advanced ai model capable understanding language solving complex problem experience using deepseek quite fascinating impactful especially interested technology artificial intelligence,2
not logging account showing try later not compare chat gpt,0
taking long search respond slow search,0
great tool,2
free convenient use,2
worst app ever,0
not even log think bug,0
grandfather ai,1
great app,2
highly recommend,2
toooooo slow compare gpt take lot time display answer ask one question like nested format not displaying answer buffer stop answer nothing kindly look deepseek team,0
never come close chatgpt take much time response chat gpt give answer two different question relevant,0
much slow every time say server busy try,0
best best go ahead,2
due ladakh arunachal pardesh not giving accurate answer chat gpt much better faster,1
slow responding,0
better chat gpt try,2
best app best type question fast good,2
welcome happy see booming tech,2
invasive trash stay away,0
soooooo awesome please fix server issue soon possible,2
owao amazing,2
unbeliveable completely free,2
cancelled openai subscription using d time like switching mule ferrari,0
good application,2
slow not smart not know basic question still think biden president waste time not answer question use google good caveman ai,0
aa gai ty chaa gai great best app helping information topic life work health care others best platform easy,2
great see good competitor chatgpt,2
please add dark mode,1
response quite slow need fixed issue,0
useful,2
amazing ai tool thankyou owner app,2
slow not even replying,0
amazing app totally free,2
slow not even create image l app,0
x better chatgpt,2
not conspiracy theory known chinese developed application reading privacy rule type data knowingly collect eg cooky recurring payment activity etc could not good conscience continue download,0
good hit american economy,2
love please keep free add many ad want page make profit payment option want remove ad please keep ot free,2
deepseek ai best world ai chat good performance,2
perfect,2
not good enough,0
better chat gpt mathematics,2
faster better others,2
slow server always busy,0
untrusted app,0
best ai created,2
great,2
pleasure using deepseek ai thoroughly impressed capability accuracy search result exceptional delivering relevant precise information quickly particularly appreciate intuitive interface ability customize search meet specific need deepseek ai make search process seamless saving time enhancing productivity clear lot thought expertise went developing tool highly recommend,2
vary bast ai app,1
getting message often hopefully improve soon server busy please try later,1
good learning,2
recommended,1
complicated sign,1
updated information,0
running better expected big corp america try overload deepseeks server wasting last money hired exploiter,0
app collect personal information share company use different work opinion not work low wifi network answer give slowtime lost,0
great app better chat chbt,2
perfect free,2
slow took long give answer time not give answer,0
good knew everything need app,2
amazing time taking need improvement,2
thank china iove india inbuilt pdf ocr scanning amazing chatgpt not,2
amazing,2
busy busy busy server busy sharing resource even keep,0
perfect app,2
guy data corrupted think phone hacked including registered email please not use app uninstall immediately warning,0
absolutely rubbish,0
using app feel like westing time chatgpt really highly suggest app use thanks making free,2
need work stall time halt need reposted not dependable reply slow,0
think upgrade voice search complete apps,1
not working well server busy time,0
best ai app better chat gpt,2
slow cumbersome take minute generate simple sentence deepseeks server always overloaded unable generate anything virtually useless app point time heavy latency effect server overload literally rendering ai chat app useless security censorship platform stability issue another major concern would still prefer stick chatgpt claudia ai not mind paying little chatgpt,0
not track like chatgpt,0
one best ai tool,2
answer not show chat,0
pretty simple easy use fast response awesome,2
past correct information,2
give good detail like really good slow stop say server busy not identify image voice inputvoice chatting,0
ask china stop working,0
wow not expected good wow far better chatgpt,2
not work gave prompt got response use deepseek pc work great app get optimized becomes usable mobile happily update rating,0
mind blowing,2
app awesome please not premium version not afford,2
little refined look ui user literally destroy chatgpt,1
not work say generating please try later constantly probably scam,0
application clone openai,1
chatgpt father,1
not sign login please fix,0
useful app,2
perfectly perfect,2
excellent overall great service not sure yet share help thanks,2
good app voice search missing great app,2
best best ai apps dp coin,2
ai insane honest rarely make review made exception kudos team,2
deepseeks excel nlp coding assistance reasoning task openweight approach gamechanger researcher developer keep innovating,2
deepseek become goto app getting thing done easy use ai incredibly smartwhether need help writing organizing task brainstorming idea nail every time like personal assistant pocket app fast reliable work pretty much anything throw plus price totally fair get looking save time work smarter deepseek nobrainer love,2
good ai precise response server really bad,0
app slowly running,1
great ai,2
one best apk,2
poor quality,0
far good fast,2
failed application not deserve star,0
good app,2
much easy answer,2
must good,2
app absolutely amazing especially u live poor country able afford using ai without costing annual income,2
amazing app supporting waiting update great work china,2
best kind,2
pretty cool,2
china biased ai,0
incredible,2
bad not first type searching log,0
fast free,2
not download app extremely risky,0
not even register developer fix issue,0
ask question not answer develope app,1
good app well explain plz add image generator,2
wonderful service,2
brilliant explain everything detail simple quick best app far love,2
interesting app,2
please add feature creating image new update,1
perfect,2
help full,2
nice ai app,2
better chatgtp ask question give type problem recommends give idea,2
sometimes say server busy not working,0
good not talk yet unfotunately,2
best ai assistant ever used,2
app not work verification code never sent,0
application take lot time answer good beautiful button,2
great app love bye bye chat gpt,2
single question take long time get answer,0
not good get hunged show server load,0
speed effective,2
deepseek outperforms math coding operates realtime leveraging reinforcement learning adapt improve dynamically unlike pregenerated model,2
missing star freeze thth message overall good app not believe free either upgrade chat stop crashing generating empty message,2
response slowthough give accurate efficient information fast right,1
mindblowing,2
primary stage not harsh one thing pretty impresive term web searching maybe better chatgpt hopefully voice input image generator feautures make exciting fierce competitor chatgpt,2
great,2
trying solve differential equation problem th time still not solve,0
best ai chat gpt not even close open source also pro contains newest information internet answer completely free well,2
disappointed app high latency,0
best,2
one best app free cost,2
good ai application,2
deepseek give trial testing feature like chatgpt chat without signup need improve first time user experience like otp expires within second sometimes show error overall best experience far interesting chatgpt mistake fulfill use intent,2
bruh better chatpgt,2
yes mainly use ai help assignment project etc try use extracting text gave something far work like not even close word random never even heard word word maybe racist not familiar maybe meaning anyway chatgpt better extracted word perfectly mistake misspelled word note language asked extract tagalog,1
incredible,2
free best,2
navy banned sign ping w active sonar something lol,1
not good need information,0
full bug think make application bigger not reply question,0
incredible,2
terrible unbelievably bad lag time crash burn,0
best ai ever used happens problem image image not get sent sent not give answer image like chatgbt fix would better,0
try sign log keep saying many request please try later waited day still show,0
app good chat gpt one problem voice deep seek please set issue update,0
trying many time bug not signup odd apps,0
best ai model used,2
china information usa uk information apps,1
best,1
nice not hacker,1
server issue,0
useless app not giving right info chatgpt way ahead,0
deepseek best chat gpt best,2
information platform,1
nice apps good appreciate china,2
not work get error message tried use hour period dice good single star copied never duplicated,0
pakistan server not run try time still not working,0
man chinese people genius hell made low cost app slow sometimes probably high number concurrent user need wait upgrade server fact open source omg hat,2
best app better chatgpt flexible use,2
woow amazing ai app,2
absolutely suck great idea app,0
good app,2
good compared chatgtp,2
best,2
server always busypuuuuboooo,0
good app,2
excellent marvelous faster ai model,2
much faster,0
good app,2
one finest,2
app overrated,0
great free,2
freezing time,0
god bless developerif continues free,2
great,2
sent battan not good,0
damn man really good,2
better chatgpt,2
good app,2
good chat gpt,2
hopefully fix issue,1
clean,1
good,2
work like chatgpt faster,1
font size plz add option tablet laptop font small,0
little bit slow not working,0
best time ia bus server busy,2
useful app,2
not log prompt many request please try,1
better openai still problem like server busy please try later,0
slow response,0
absolutely amazing better chat gpt,2
proud one first people use technologyfree faster better chatgpt latest model thanks developer,2
app good problem server please fix,0
not enough good thing compared othersand free,2
unfortunately really slow busy server not like,0
four business good app,2
deepthink suck like wayy slow,0
good one,2
not smooth chatgpt quite buggy,0
response slow yet server full not ask anything yet always freaking lag hope improve scan free unlike chatgpt pay money full access,0
extraordinary ai model since free service provides far better free version chatgpt issue becomes quite slow respond server get busy hopefully solved soon anyway app worthy get star rating,2
bye bye chat gpt,1
server always busy annoying,0
best world,2
server busy error,0
good ai every time server stop not answer question please check,0
best ai app currently,2
perfect free opensource ai,2
better chat gpt,2
best,2
good app,2
knowledge chatgpt,1
best ai app ever good bye chat gpt,2
ai really advanced,2
image failed download not create image wanted,0
thank,2
amazing app compete chat gpt,2
good fast free problem found sometimes take much time give answer one not read text loud not talk either way new ai tool good anyway giving fuve star rating hope guy grow,2
best application world,2
grate server always seems busy,0
really great app accuracy add,2
